name,ingredients,duration,difficulty,img_url,ingredients_processed,removed_stopwords,cleaned_ingredients
Japanese Chicken Donburi,"['cups baby spinach leaves (about  oz) rinsed, drained', 'pound boned skinned chicken breast rinsed and cut into ¼"" strips', 'cups cooked rice', 'large eggs (yolks and whites separated)', 'cup fat-skimmed chicken broth', 'tablespoons minced fresh ginger', 'onion - ( oz) peeled, and', 'cup diced Roma tomato', 'cup salad oil', 'tablespoons Soy sauce', 'tablespoons sugar']",45,Easy,https://spoonacular.com/recipeImages/648460-556x370.jpg,"['cups baby spinach leaves (about  oz) rinsed drained', 'pound boned skinned chicken breast rinsed and cut into ¼"" strips', 'cups cooked rice', 'large eggs (yolks and whites separated)', 'cup fat-skimmed chicken broth', 'tablespoons minced fresh ginger', 'onion - ( oz) peeled and', 'cup diced roma tomato', 'cup salad oil', 'tablespoons soy sauce', 'tablespoons sugar']",[],"['spinach', 'chicken', 'rice', 'eggs', 'chicken', 'onion', 'tomato', 'sugar']"
Japanese Curry Puffs,"['small carrots, chop bite size', 'potatoes, chopped bite size', 'medium size onion, finely chopped', 'package Japanese curry, such as S & B Golden Curry (look for this in the Asian section of supermarkets or on Amazon.com)', 'cups water', 'tablespoon neutral oil', 'package puff pastry dough sheets']",45,Very hard,https://spoonacular.com/recipeImages/648470-556x370.jpg,"['small carrots chop bite size', 'potatoes chopped bite size', 'medium size onion finely chopped', 'package japanese curry such as s & b golden curry (look for this in the asian section of supermarkets or on amazoncom)', 'cups water', 'tablespoon neutral oil', 'package puff pastry dough sheets']",[],"['carrots', 'potatoes', 'onion']"
Japanese Fried Rice,"['cup frozen green peas (thawed)', 'cups cooked Japanese rice', 'small carrot, finely chopped', 'garlic cloves, finely chopped', 'pound boneless chicken breast, cut into small cubes', 'tablespoons neutral oil (canola, grapeseed)', 'tablespoon tonkatsu sauce (vegetable and fruit sauce. I use Bull-Dog)', 'tablespoons soy sauce', 'teaspoon freshly ground black pepper', 'teaspoon kosher salt', 'eggs']",45,Moderate,https://spoonacular.com/recipeImages/648474-556x370.jpg,"['cup frozen green peas (thawed)', 'cups cooked japanese rice', 'small carrot finely chopped', 'garlic cloves finely chopped', 'pound boneless chicken breast cut into small cubes', 'tablespoons neutral oil (canola grapeseed)', 'tablespoon tonkatsu sauce (vegetable and fruit sauce i use bull-dog)', 'tablespoons soy sauce', 'teaspoon freshly ground black pepper', 'teaspoon kosher salt', 'eggs']",[],"['rice', 'carrot', 'garlic', 'chicken', 'grapeseed', 'pepper', 'salt', 'eggs']"
Japanese Gyoza Pot Stickers,"['teaspoon Black pepper', 'cups Cabbage', 'Chili sesame oil, which is very very hot', 'Dried mushrooms soaked in warm  teaspoons Ginger root grated', 'To  green onions chopped', 'pound ground beef (or pork)', 'Salad oil', 'tablespoon sesame oil', 'tablespoon Kikkoman soy sauce', 'Kkikkoman soy sauce', 'tablespoon Cooking wine', 'Gyoza wrappers']",45,Very easy,https://spoonacular.com/recipeImages/648475-556x370.jpg,"['teaspoon black pepper', 'cups cabbage', 'chili sesame oil which is very very hot', 'dried mushrooms soaked in warm  teaspoons ginger root grated', 'to  green onions chopped', 'pound ground beef (or pork)', 'salad oil', 'tablespoon sesame oil', 'tablespoon kikkoman soy sauce', 'kkikkoman soy sauce', 'tablespoon cooking wine', 'gyoza wrappers']",[],"['pepper', 'cabbage', 'mushrooms', 'onions', 'beef, pork']"
Japanese Mabo Tofu With Eggplant,"['Japanese rice', 'Chinese eggplant (smaller than regular eggplant)', 'medium size onion, finely chopped', 'tablespoon fresh ginger, finely chopped', 'garlic cloves, finely chopped', 'pound ground beef (or pork)', 'spring onions, finely chopped', 'tablespoons neutral oil (canola, grapeseed)', 'tablespoon sesame oil', 'tablespoons soy sauce', 'tablespoons cooking sake', 'teaspoons sugar', 'tablespoons water', 'tablespoon to-ban-jan (Korean red chili paste)']",45,Very easy,https://spoonacular.com/recipeImages/648479-556x370.jpg,"['japanese rice', 'chinese eggplant (smaller than regular eggplant)', 'medium size onion finely chopped', 'tablespoon fresh ginger finely chopped', 'garlic cloves finely chopped', 'pound ground beef (or pork)', 'spring onions finely chopped', 'tablespoons neutral oil (canola grapeseed)', 'tablespoon sesame oil', 'tablespoons soy sauce', 'tablespoons cooking sake', 'teaspoons sugar', 'tablespoons water', 'tablespoon to-ban-jan (korean red chili paste)']",[],"['rice', 'eggplant, eggplant', 'onion', 'garlic', 'beef, pork', 'onions', 'grapeseed', 'sugar']"
Julia Child's Boeuf Bourguignon,"['oz bacon', 'lbs trimmed beef chuck', 'medium bouquet garnic', 'Tbsp butter', 'cups beef stock or canned beef broth', 'cup sliced carrots', 'cups chicken stock', 'pounds of button or cremini mushrooms, quartered', 'Tbsp flour', 'to  Tbsp olive oil', 'cups sliced onions', 'pearl onions, peeled, or  large yellow onion, sliced', 'cups red wine (pinot noir, burgundy, or zinfandel)', 'Salt and pepper to taste', 'cup chopped tomatoes, fresh or canned']",,Easy,https://spoonacular.com/recipeImages/648636-556x370.jpg,"['oz bacon', 'lbs trimmed beef chuck', 'medium bouquet garnic', 'tbsp butter', 'cups beef stock or canned beef broth', 'cup sliced carrots', 'cups chicken stock', 'pounds of button or cremini mushrooms quartered', 'tbsp flour', 'to  tbsp olive oil', 'cups sliced onions', 'pearl onions peeled or  large yellow onion sliced', 'cups red wine (pinot noir burgundy or zinfandel)', 'salt and pepper to taste', 'cup chopped tomatoes fresh or canned']",[],"['bacon', 'beef', 'butter', 'beef, beef', 'carrots', 'chicken', 'mushrooms', 'flour', 'onions', 'pearl, onions, onion', 'salt, pepper', 'tomatoes']"
Jumbo Blueberry Muffins,"['t. baking powder', 'c. fresh blueberries', 'cups butter melted', 'c. buttermilk', 'Eggs', 'cup Sifted flour', 'c. ( oz.) granulated sugar', 't. fresh grated lemon zest', 'teaspoon Salt', 't. vanilla extract', 'T. vegetable oil']",45,Very hard,https://spoonacular.com/recipeImages/648647-556x370.jpg,"['t baking powder', 'c fresh blueberries', 'cups butter melted', 'c buttermilk', 'eggs', 'cup sifted flour', 'c ( oz) granulated sugar', 't fresh grated lemon zest', 'teaspoon salt', 't vanilla extract', 't vegetable oil']",[],"['butter', 'buttermilk', 'eggs', 'flour', 'sugar', 'lemon', 'salt']"
Kahlua Tiramisu,"['grams mascarpone', 'teaspoons vanilla extract', 'tablespoons Kahlúa', 'cups strong coffee or espresso, cooled to room temperature', 'ml whipping cream (%%)', 'tablespoons icing sugar', 'inches lady fingers (savoiardi)depending on how you will try to fit them the dish', 'Cocoa powder, to dust']",45,Moderate,https://spoonacular.com/recipeImages/648698-556x370.jpg,"['grams mascarpone', 'teaspoons vanilla extract', 'tablespoons kahlúa', 'cups strong coffee or espresso cooled to room temperature', 'ml whipping cream (%%)', 'tablespoons icing sugar', 'inches lady fingers (savoiardi)depending on how you will try to fit them the dish', 'cocoa powder to dust']",[],"['coffee', 'cream', 'sugar']"
Kale and Chickpea Soup with Lemon,"['banana shallots', 'bay leaf', 'g can of chickpeas drained', 'stick of celery', '¼ tsp of chilli flakes', 'Toasted crusty bread', 'garlic clove, peeled', 'Juice of  lemon', 'g bag of chopped kale', 'lemon slices', 'Tbsp olive oil', 'Grated parmesan cheese', 'stalks of rosemary', 'Salt to taste', 'ml hot stock']",45,Very hard,https://spoonacular.com/recipeImages/648713-556x370.jpg,"['banana shallots', 'bay leaf', 'g can of chickpeas drained', 'stick of celery', '¼ tsp of chilli flakes', 'toasted crusty bread', 'garlic clove peeled', 'juice of  lemon', 'g bag of chopped kale', 'lemon slices', 'tbsp olive oil', 'grated parmesan cheese', 'stalks of rosemary', 'salt to taste', 'ml hot stock']",[],"['banana', 'chickpeas', 'celery', 'bread', 'garlic', 'lemon', 'lemon', 'cheese', 'rosemary', 'salt']"
Kale and Roasted Sweet Potato Soup with Chicken Sausage,"['medium sweet potatoes, coarsely cubed', 'medium yellow onion, thinly sliced', 'cups chopped kale, stems removed', 'cup mushrooms, sliced', 'ounces (about  links) chicken sausage, sliced', 'cups chicken stock', 'clove garlic, thinly sliced', 'teaspoon dried thyme', 'teaspoon ground coriander', 'teaspoon chili flakes', 'sea salt', 'black pepper', 'olive oil']",45,Moderate,https://spoonacular.com/recipeImages/648721-556x370.jpg,"['medium sweet potatoes coarsely cubed', 'medium yellow onion thinly sliced', 'cups chopped kale stems removed', 'cup mushrooms sliced', 'ounces (about  links) chicken sausage sliced', 'cups chicken stock', 'clove garlic thinly sliced', 'teaspoon dried thyme', 'teaspoon ground coriander', 'teaspoon chili flakes', 'sea salt', 'black pepper', 'olive oil']",[],"['potatoes', 'onion', 'mushrooms', 'chicken', 'chicken', 'garlic', 'thyme', 'coriander', 'salt', 'pepper']"
"Kale & chickpea stew with cumin, smoked paprika and lime","['a large bunch of kale, cooked in salted boiling water for  or  minutes, till soft but still bright green.', 'cup chickpeas (I used canned, so rinsed and drained)', 'medium sweet potatoes, peeled and cut into  inch dice', 'Olive oil', 'shallot – finely diced', 'large clove garlic – minced', 't. basil', 't. red pepper flakes (or to taste)', 'cup beer', 'T golden raisins, soaked till soft and chopped', 't. smoked paprika', 't. cumin', 'Tbsp of butter', 'juice of  lime', 'salt & pepper']",45,Easy,https://spoonacular.com/recipeImages/648709-556x370.jpg,"['a large bunch of kale cooked in salted boiling water for  or  minutes till soft but still bright green', 'cup chickpeas (i used canned so rinsed and drained)', 'medium sweet potatoes peeled and cut into  inch dice', 'olive oil', 'shallot – finely diced', 'large clove garlic – minced', 't basil', 't red pepper flakes (or to taste)', 'cup beer', 't golden raisins soaked till soft and chopped', 't smoked paprika', 't cumin', 'tbsp of butter', 'juice of  lime', 'salt & pepper']",[],"['salted', 'chickpeas', 'potatoes', 'garlic', 'basil', 'pepper', 'paprika', 'cumin', 'butter', 'lime', 'salt, pepper']"
Kale Colcannon,"['cup butter', 'ounces frozen kale cooked, squeezed dry', 'tablespoons milk', 'cup chopped onions', 'teaspoon pepper', 'mediums potatoes, peeled and quartered', 'teaspoon salt']",45,Hard,https://spoonacular.com/recipeImages/648718-556x370.jpg,"['cup butter', 'ounces frozen kale cooked squeezed dry', 'tablespoons milk', 'cup chopped onions', 'teaspoon pepper', 'mediums potatoes peeled and quartered', 'teaspoon salt']",[],"['butter', 'onions', 'pepper', 'potatoes', 'salt']"
Kashmir Pulav,"['grams cardamom (Elaichi)', 'grams cashew nut', 'grams Cinnamon (dalchini)', 'grams Long Grain (Basmati) Rice', 'ml Milk', 'Oil for cooking  cup', 'grams Onion sliced vertically', 'gram saffron (kesar)', 'Salt- to taste', 'a pinch of turmeric powder', 'grams walnut', 'cup Hot water-']",45,Hard,https://spoonacular.com/recipeImages/648769-556x370.jpg,"['grams cardamom (elaichi)', 'grams cashew nut', 'grams cinnamon (dalchini)', 'grams long grain (basmati) rice', 'ml milk', 'oil for cooking  cup', 'grams onion sliced vertically', 'gram saffron (kesar)', 'salt- to taste', 'a pinch of turmeric powder', 'grams walnut', 'cup hot water-']",[],"['cinnamon', 'rice', 'onion', 'salt-', 'turmeric']"
Kate's Coconut-Cashew Basmati Rice Salad,"['cups basmati rice, rinse several times in cold water and', 'cup cashews, halved', 'cup grated fresh coconut', 'tablespoon grated fresh ginger', 'clove garlic, chopped', 'cup thinly sliced green onion', 'tablespoons tablespoons peanut oil, plus  for the cashews', 'salt and fresh pepper', 'cups unsweetened coconut milk', 'cups water', 'medium yellow onion, peeled, halved and thinly sliced']",45,Easy,https://spoonacular.com/recipeImages/648780-556x370.jpg,"['cups basmati rice rinse several times in cold water and', 'cup cashews halved', 'cup grated fresh coconut', 'tablespoon grated fresh ginger', 'clove garlic chopped', 'cup thinly sliced green onion', 'tablespoons tablespoons peanut oil plus  for the cashews', 'salt and fresh pepper', 'cups unsweetened coconut milk', 'cups water', 'medium yellow onion peeled halved and thinly sliced']",[],"['rice', 'cashews', 'garlic', 'onion', 'cashews', 'salt, pepper', 'onion']"
Key Lime Pie,"['graham cracker crust', 'medium Limes (juiced to make ¾ cup Lime juice)', 'Tbsp Lime zest (only the dark green serving)', '½ cup sour cream', 'cups of condensed sweetened milk', 'whipped cream for topping']",18,Very hard,https://spoonacular.com/recipeImages/715546-556x370.jpg,"['graham cracker crust', 'medium limes (juiced to make ¾ cup lime juice)', 'tbsp lime zest (only the dark green serving)', '½ cup sour cream', 'cups of condensed sweetened milk', 'whipped cream for topping']",[],"['graham', 'limes, lime', 'lime', 'cream', 'cream']"
Khachapuri,"['package dry yeast', 'teaspoon sugar', 'cup water, warm ( degrees)', 'cup milk, room temp.', 'tablespoons sugar', 'cup butter, melted', 'teaspoon salt', 'cups flour (all-purpose or bread  ounces muenster cheese  ounces Jarlsberg or Swiss cheese  ounces white cheddar  eggs, beaten slightly  tablespoons parsley, chopped  teaspoon pepper, white', 'ounces muenster cheese', 'ounces Jarlsberg or Swiss cheese', 'ounces white cheddar', 'eggs, beaten slightly', 'tablespoons parsley, chopped', 'teaspoon pepper, white', 'Dissolve yeast and  tsp sugar in  cup water and let stand - minutes to proof until foamy. Add milk,  Tbs sugar, butter, salt, and enough flour to make a soft dough. Place in greased bowl and turn to coat all sides. cover and let rise until double', 'Twist and pinch ends together to make a rough knob. Cover with a buttered "" square of waxed paper and let rise until double in bulk. Brush loaf with glaze of  egg white +  Tbs water (or use margarine).', 'Bake - min. @  or until deep golden brown. Remove bread from pan, place directly on oven rack, and bake for an additional  minutes to brown bottom crust. Cool on rack for  minutes before cutting into wedges.']",45,Very hard,https://spoonacular.com/recipeImages/648852-556x370.jpg,"['package dry yeast', 'teaspoon sugar', 'cup water warm ( degrees)', 'cup milk room temp', 'tablespoons sugar', 'cup butter melted', 'teaspoon salt', 'cups flour (all-purpose or bread  ounces muenster cheese  ounces jarlsberg or swiss cheese  ounces white cheddar  eggs beaten slightly  tablespoons parsley chopped  teaspoon pepper white', 'ounces muenster cheese', 'ounces jarlsberg or swiss cheese', 'ounces white cheddar', 'eggs beaten slightly', 'tablespoons parsley chopped', 'teaspoon pepper white', 'dissolve yeast and  tsp sugar in  cup water and let stand - minutes to proof until foamy add milk  tbs sugar butter salt and enough flour to make a soft dough place in greased bowl and turn to coat all sides cover and let rise until double', 'twist and pinch ends together to make a rough knob cover with a buttered "" square of waxed paper and let rise until double in bulk brush loaf with glaze of  egg white +  tbs water (or use margarine)', 'bake - min @  or until deep golden brown remove bread from pan place directly on oven rack and bake for an additional  minutes to brown bottom crust cool on rack for  minutes before cutting into wedges']",[],"['yeast', 'sugar', 'sugar', 'butter', 'salt', 'flour, bread, cheese, cheese, eggs, parsley, pepper', 'cheese', 'cheese', 'eggs', 'parsley', 'pepper', 'yeast, sugar, sugar, butter, salt, flour', 'buttered, egg', 'bread']"
khichdi recipe,"['bay leaf', 'green chili slit', '½ tsp cumin', 'tbsp ghee', 'tsp grated ginger', '¾ yellow lentils', 'very few onion slices', '½ tsp red chili powder', '¾ cup rice', 'salt as needed', '½ cup tomato', 'turmeric little', '½ cups water']",30,Very easy,https://spoonacular.com/recipeImages/765725-556x370.jpg,"['bay leaf', 'green chili slit', '½ tsp cumin', 'tbsp ghee', 'tsp grated ginger', '¾ yellow lentils', 'very few onion slices', '½ tsp red chili powder', '¾ cup rice', 'salt as needed', '½ cup tomato', 'turmeric little', '½ cups water']",[],"['cumin', 'lentils', 'onion', 'rice', 'salt', 'tomato', 'turmeric']"
Kimchi,"['pounds Napa cabbage', 'tablespoons salt', 'cups sliced scallions', 'minced garlic cloves', 'tablespoon ginger root minced or  tsp. ginger powder', 'tablespoons dried ground chili pepper', 'tablespoons sugar']",45,Hard,https://spoonacular.com/recipeImages/648910-556x370.jpg,"['pounds napa cabbage', 'tablespoons salt', 'cups sliced scallions', 'minced garlic cloves', 'tablespoon ginger root minced or  tsp ginger powder', 'tablespoons dried ground chili pepper', 'tablespoons sugar']",[],"['cabbage', 'salt', 'garlic', 'pepper', 'sugar']"
Kk's Fish Tacos,"['fillets Tilapia (frozen or fresh)', 'smalls flour tortillas', 'cup finely chopped cilantro', 'limes, wedged', 'head of iceberg lettuce, finely-chopped', 'tomatoes, diced', 'medium-large onion, diced', 'cups Italian bread crumbs', 'seasoning salt or creole seasoning', 'cups vegetable oil, olive oil, or lard (use to pan guacamole, salsa, and queso']",45,Easy,https://spoonacular.com/recipeImages/648974-556x370.jpg,"['fillets tilapia (frozen or fresh)', 'smalls flour tortillas', 'cup finely chopped cilantro', 'limes wedged', 'head of iceberg lettuce finely-chopped', 'tomatoes diced', 'medium-large onion diced', 'cups italian bread crumbs', 'seasoning salt or creole seasoning', 'cups vegetable oil olive oil or lard (use to pan guacamole salsa and queso']",[],"['flour', 'limes', 'tomatoes', 'onion', 'bread', 'salt']"
Knishes - Potato Filling,"['tablespoons Chicken fat or butter', 'Egg', 'cup Chopped onions', 'teaspoon pepper', 'cups Mashed potatoes', 'tablespoons Salt']",45,Very hard,https://spoonacular.com/recipeImages/648983-556x370.jpg,"['tablespoons chicken fat or butter', 'egg', 'cup chopped onions', 'teaspoon pepper', 'cups mashed potatoes', 'tablespoons salt']",[],"['chicken, butter', 'egg', 'onions', 'pepper', 'potatoes', 'salt']"
Knockwurst with sauerkraut,"['cup chopped onion', 'cup beer', 'cup water', 'tablespoons cornstarch', 'tablespoons coarse-grain brown mustard', 'tablespoons molasses', 'teaspoons caraway seed', 'teaspoon ground allspice', 'teaspoon pepper', 'large rutabaga, peeled & cut into "" cubes', 'pound fully cooked knockwurst, bias-sliced into - to --inch pieces', 'medium cooking apples, cored and cut into  wedges each', '-ounce can sauerkraut, drained and rinsed']",45,Very hard,https://spoonacular.com/recipeImages/648986-556x370.jpg,"['cup chopped onion', 'cup beer', 'cup water', 'tablespoons cornstarch', 'tablespoons coarse-grain brown mustard', 'tablespoons molasses', 'teaspoons caraway seed', 'teaspoon ground allspice', 'teaspoon pepper', 'large rutabaga peeled & cut into "" cubes', 'pound fully cooked knockwurst bias-sliced into - to --inch pieces', 'medium cooking apples cored and cut into  wedges each', '-ounce can sauerkraut drained and rinsed']",[],"['onion', 'mustard', 'pepper']"
"Kohlrabi Salad With Apple, Bacon, and Snow Peas","['small kohlrabi bulb', 'cup chopped Fuji apple', 'snow peas', 'tablespoon sunflower seeds (shelled)', 'slices bacon', 'cup heavy cream', 'teaspoon apple cider vinegar', 'tablespoon honey']",45,Hard,https://spoonacular.com/recipeImages/649004-556x370.jpg,"['small kohlrabi bulb', 'cup chopped fuji apple', 'snow peas', 'tablespoon sunflower seeds (shelled)', 'slices bacon', 'cup heavy cream', 'teaspoon apple cider vinegar', 'tablespoon honey']",[],"['bacon', 'cream', 'honey']"
Korean Extra Crispy Fried Chicken w Sweet Spicy Glaze,"['chicken wings, cut into  pieces and tips discarded', 'canola oil, for frying (peanut oil if available)', 'cloves garlic (or garlic powder)', 'cup soy sauce', ',  Thai chili peppers, deseeded and finely minced', 'tbsp ketchup', ',  tbsp rice vinegar (or cider vinegar)', 'tbsp brown sugar', 'tsp sesame oil', 'tbsp honey', 'cups cornstarch ( cup coating,  cup for batter)', 'cup water', 'tsp salt and pepper', 'sesame seeds (garnish)']",45,Very easy,https://spoonacular.com/recipeImages/649049-556x370.jpg,"['chicken wings cut into  pieces and tips discarded', 'canola oil for frying (peanut oil if available)', 'cloves garlic (or garlic powder)', 'cup soy sauce', '  thai chili peppers deseeded and finely minced', 'tbsp ketchup', '  tbsp rice vinegar (or cider vinegar)', 'tbsp brown sugar', 'tsp sesame oil', 'tbsp honey', 'cups cornstarch ( cup coating  cup for batter)', 'cup water', 'tsp salt and pepper', 'sesame seeds (garnish)']",[],"['chicken', 'garlic, garlic', 'peppers', 'ketchup', 'rice', 'sugar', 'honey', 'salt, pepper']"
Kung-Pao Chicken,"['pound Chicken breasts, skinned boned', 'cup Salted peanuts', 'To  dried chili peppers (depending on desired heat)', 'tablespoons Vegetable or peanut oil', 'Green onions wtops, cut in "" pieces', 'tablespoon Fresh ginger, grated', 'tablespoon Garlic, minced', 'tablespoons Corn starch', 'tablespoons Dry sherry', 'teaspoon White pepper', 'tablespoons Chicken stock', 'tablespoons Soy sauce', 'tablespoon Dry sherry', 'tablespoons White wine vinegar', 'tablespoon Sugar']",45,Hard,https://spoonacular.com/recipeImages/649132-556x370.jpg,"['pound chicken breasts skinned boned', 'cup salted peanuts', 'to  dried chili peppers (depending on desired heat)', 'tablespoons vegetable or peanut oil', 'green onions wtops cut in "" pieces', 'tablespoon fresh ginger grated', 'tablespoon garlic minced', 'tablespoons corn starch', 'tablespoons dry sherry', 'teaspoon white pepper', 'tablespoons chicken stock', 'tablespoons soy sauce', 'tablespoon dry sherry', 'tablespoons white wine vinegar', 'tablespoon sugar']",[],"['chicken', 'salted', 'peppers', 'onions', 'garlic', 'pepper', 'chicken', 'sugar']"
Kyuri Tsukemono,"['to  Japanese cucumbers', 'tablespoons soy sauce', 'tablespoon rice vinegar', 'teaspoon sesame oil', 'Dried red chili peppers, optional']",45,Very hard,https://spoonacular.com/recipeImages/649137-556x370.jpg,"['to  japanese cucumbers', 'tablespoons soy sauce', 'tablespoon rice vinegar', 'teaspoon sesame oil', 'dried red chili peppers optional']",[],"['rice', 'peppers']"
La Bella Italian Turkey Burger,"['a pinch of black pepper', 'burger buns', 'egg', 'tablespoon extra virgin olive oil', 'tablespoons extra virgin olive oil', 'cup finely chopped fresh basil', 'finely chopped fresh basil (remaining cup)', 'ounces of fresh mozzarella', 'tablespoon finely chopped fresh rosemary', 'tablespoon fresh garlic', 'pound ground turkey', 'pound sweet Italian turkey sausage (usually found in links)', 'tablespoon mayonnaise', 'tablespoon finely chopped dry oregano', 'tsp pepper', 'tablespoons pine nuts – toasted', 'red bell pepper sliced', 'teaspoon salt', 'teaspoon salt', 'cup spinach leaves (remove stems)', 'tablespoon finely chopped dry thyme']",30,Hard,https://spoonacular.com/recipeImages/649141-556x370.jpg,"['a pinch of black pepper', 'burger buns', 'egg', 'tablespoon extra virgin olive oil', 'tablespoons extra virgin olive oil', 'cup finely chopped fresh basil', 'finely chopped fresh basil (remaining cup)', 'ounces of fresh mozzarella', 'tablespoon finely chopped fresh rosemary', 'tablespoon fresh garlic', 'pound ground turkey', 'pound sweet italian turkey sausage (usually found in links)', 'tablespoon mayonnaise', 'tablespoon finely chopped dry oregano', 'tsp pepper', 'tablespoons pine nuts – toasted', 'red bell pepper sliced', 'teaspoon salt', 'teaspoon salt', 'cup spinach leaves (remove stems)', 'tablespoon finely chopped dry thyme']",[],"['pepper', 'egg', 'basil', 'basil', 'rosemary', 'garlic', 'turkey', 'turkey', 'mayonnaise', 'oregano', 'pepper', 'pepper', 'salt', 'salt', 'spinach', 'thyme']"
Lamb and Fresh Goat Cheese Roulade,"['( oz.) fresh goat cheese, Chavrie log', '-ounce lamb loins', 'tablespoons olive oil', 'oz. baby spinach', 'tablespoon garlic (chopped)', 'tablespoons cooking oil', 'salt and pepper to season']",45,Very easy,https://spoonacular.com/recipeImages/649183-556x370.jpg,"['( oz) fresh goat cheese chavrie log', '-ounce lamb loins', 'tablespoons olive oil', 'oz baby spinach', 'tablespoon garlic (chopped)', 'tablespoons cooking oil', 'salt and pepper to season']",[],"['cheese', 'lamb', 'spinach', 'garlic', 'salt, pepper']"
Lamb Burgers With Tzatziki Sauce,"['cucumber, seeded and diced', 'egg', 'tablespoons extra virgin olive oil', 'cup chopped flat leaf parsley', 'handful of minced fresh dill', 'Cloves garlic, peeled and cut in ha', 'pint Greek yogurt', 'pound ground lamb', 'hamburger buns', 'juice of  lemons', 'Kosher salt & pepper to taste']",45,Very hard,https://spoonacular.com/recipeImages/649195-556x370.jpg,"['cucumber seeded and diced', 'egg', 'tablespoons extra virgin olive oil', 'cup chopped flat leaf parsley', 'handful of minced fresh dill', 'cloves garlic peeled and cut in ha', 'pint greek yogurt', 'pound ground lamb', 'hamburger buns', 'juice of  lemons', 'kosher salt & pepper to taste']",[],"['egg', 'parsley', 'garlic', 'yogurt', 'lamb', 'hamburger', 'lemons', 'salt, pepper']"
Lamb In Red Mole Sauce,"['chipotle peppers, dried', 'pasilla peppers, roasted', 'plum tomatoes, roasted', 'cloves garlic, roasted', 'teaspoon oregano', 'teaspoon cinnamon', 'tablespoon sesame seeds', 'teaspoon pepper', 'tablespoons canola oil', 'ounces Mexican chocolate', 'teaspoon salt', 'ounces tomato sauce', 'tablespoons canola oil', 'lamb shoulder, or  lamb shanks', 'salt and pepper']",45,Very hard,https://spoonacular.com/recipeImages/649214-556x370.jpg,"['chipotle peppers dried', 'pasilla peppers roasted', 'plum tomatoes roasted', 'cloves garlic roasted', 'teaspoon oregano', 'teaspoon cinnamon', 'tablespoon sesame seeds', 'teaspoon pepper', 'tablespoons canola oil', 'ounces mexican chocolate', 'teaspoon salt', 'ounces tomato sauce', 'tablespoons canola oil', 'lamb shoulder or  lamb shanks', 'salt and pepper']",[],"['peppers', 'peppers', 'tomatoes', 'garlic', 'oregano', 'cinnamon', 'pepper', 'salt', 'tomato', 'lamb, lamb', 'salt, pepper']"
Lamb’s Lettuce & Crispy Bacon Salad,"['bacon strips', 'tablespoons extra virgin olive oil', 'grams lambs lettuce', 'tablespoons lemon juice', 'tablespoons orange juice', 'plum tomatoes (yellow and red)', 'radishes', 'tablespoon wholegrain mustard']",45,Very easy,https://spoonacular.com/recipeImages/649254-556x370.jpg,"['bacon strips', 'tablespoons extra virgin olive oil', 'grams lambs lettuce', 'tablespoons lemon juice', 'tablespoons orange juice', 'plum tomatoes (yellow and red)', 'radishes', 'tablespoon wholegrain mustard']",[],"['bacon', 'lambs', 'lemon', 'orange', 'tomatoes', 'mustard']"
Lamb Tagine Stew,"['teaspoon Black pepper, ground', 'carrot, sliced', 'teaspoon Cinnamon', 'pound green peas', 'Half a lemon, juice of', 'pounds Lamb, cubed', 'cups lamb stock, (or chicken stock)', 'cup mushroom', 'tablespoons Olive oil', 'small onion, chopped', 'teaspoon oregano', 'teaspoons parsley, chopped', 'salt']",45,Very easy,https://spoonacular.com/recipeImages/649248-556x370.jpg,"['teaspoon black pepper ground', 'carrot sliced', 'teaspoon cinnamon', 'pound green peas', 'half a lemon juice of', 'pounds lamb cubed', 'cups lamb stock (or chicken stock)', 'cup mushroom', 'tablespoons olive oil', 'small onion chopped', 'teaspoon oregano', 'teaspoons parsley chopped', 'salt']",[],"['pepper', 'carrot', 'cinnamon', 'lemon', 'lamb', 'lamb, chicken', 'mushroom', 'onion', 'oregano', 'parsley', 'salt']"
Lavender Tea With Lemon French Macarons,"['cup almond flour', 'pinch cream of tartar', 'large egg whites', 'tablespoons dried lavender', 'lemon, zested', 'cup powdered sugar', 'cup white sugar', 'drops yellow food coloring']",45,Very easy,https://spoonacular.com/recipeImages/649328-556x370.jpg,"['cup almond flour', 'pinch cream of tartar', 'large egg whites', 'tablespoons dried lavender', 'lemon zested', 'cup powdered sugar', 'cup white sugar', 'drops yellow food coloring']",[],"['flour', 'cream', 'egg', 'lemon', 'sugar', 'sugar']"
